Time,Year,Month,Day,vs
1999-05-24,1999,05,24,0.267242819
1999-05-25,1999,05,25,0.229902506
1999-05-26,1999,05,26,0.281972796
1999-05-27,1999,05,27,0.191487327
1999-05-28,1999,05,28,0.271793127
1999-05-29,1999,05,29,0.321283937
1999-05-30,1999,05,30,0.349637568
1999-05-31,1999,05,31,0.536583126
1999-06-01,1999,05,01,0.380821139
1999-06-02,1999,06,02,0.610560596
1999-06-03,1999,06,03,0.545013547
1999-06-04,1999,06,04,0.620618165
1999-06-05,1999,06,05,0.519165814
1999-06-06,1999,06,06,0.47030735
1999-06-07,1999,06,07,0.458095193
1999-06-08,1999,06,08,0.514391959
1999-06-09,1999,06,09,0.314425319
1999-06-10,1999,06,10,0.389777243
1999-06-11,1999,06,11,0.286717832
1999-06-12,1999,06,12,0.239144593
1999-06-13,1999,06,13,0.239079803
1999-06-14,1999,06,14,0.350938141
1999-06-15,1999,06,15,0.357644647
1999-06-16,1999,06,16,0.277077258
1999-06-17,1999,06,17,0.383164674
1999-06-18,1999,06,18,0.348915637
1999-06-19,1999,06,19,0.236899793
1999-06-20,1999,06,20,0.293886155
1999-06-21,1999,06,21,0.360591263
1999-06-22,1999,06,22,0.388811678
1999-06-23,1999,06,23,0.334838301
1999-06-24,1999,06,24,0.26859659
1999-06-25,1999,06,25,0.425042748
1999-06-26,1999,06,26,0.382065117
1999-06-27,1999,06,27,0.438864291
1999-06-28,1999,06,28,0.403924763
1999-06-29,1999,06,29,0.444685847
1999-06-30,1999,06,30,0.464218408
1999-07-01,1999,06,01,0.439155817
1999-07-02,1999,07,02,0.461401284
1999-07-03,1999,07,03,0.50864917
1999-07-04,1999,07,04,0.458116859
1999-07-05,1999,07,05,0.350876719
1999-07-06,1999,07,06,0.35619393
1999-07-07,1999,07,07,0.394897699
1999-07-08,1999,07,08,0.312714249
1999-07-09,1999,07,09,0.329327166
1999-07-10,1999,07,10,0.284452438
1999-07-11,1999,07,11,0.284216553
1999-07-12,1999,07,12,0.247513607
1999-07-13,1999,07,13,0.311908036
1999-07-14,1999,07,14,0.366358519
1999-07-15,1999,07,15,0.300031632
1999-07-16,1999,07,16,0.277941704
1999-07-17,1999,07,17,0.290889323
1999-07-18,1999,07,18,0.219299704
1999-07-19,1999,07,19,0.258142382
1999-07-20,1999,07,20,0.241219133
1999-07-21,1999,07,21,0.253094047
1999-07-22,1999,07,22,0.219498113
1999-07-23,1999,07,23,0.240493804
1999-07-24,1999,07,24,0.328124076
1999-07-25,1999,07,25,0.250536293
1999-07-26,1999,07,26,0.214000732
1999-07-27,1999,07,27,0.243807778
1999-07-28,1999,07,28,0.228650674
1999-07-29,1999,07,29,0.294148326
1999-07-30,1999,07,30,0.25330928
1999-07-31,1999,07,31,0.295765519
1999-08-01,1999,07,01,0.252336681
1999-08-02,1999,08,02,0.227672532
1999-08-03,1999,08,03,0.22143583
1999-08-04,1999,08,04,0.234946862
1999-08-05,1999,08,05,0.238283023
1999-08-06,1999,08,06,0.288284093
1999-08-07,1999,08,07,0.270398408
1999-08-08,1999,08,08,0.276597887
1999-08-09,1999,08,09,0.232176691
1999-08-10,1999,08,10,0.329391748
1999-08-11,1999,08,11,0.407471776
1999-08-12,1999,08,12,0.427965403
1999-08-13,1999,08,13,0.32702592
1999-08-14,1999,08,14,0.429219902
1999-08-15,1999,08,15,0.436886102
1999-08-16,1999,08,16,0.271630913
1999-08-17,1999,08,17,0.287797689
1999-08-18,1999,08,18,0.263014793
1999-08-19,1999,08,19,0.300506294
1999-08-20,1999,08,20,0.237289116
1999-08-21,1999,08,21,0.217902973
1999-08-22,1999,08,22,0.278289229
1999-08-23,1999,08,23,0.225128829
1999-08-24,1999,08,24,0.255136907
1999-08-25,1999,08,25,0.232156351
1999-08-26,1999,08,26,0.226396784
1999-08-27,1999,08,27,0.311186165
1999-08-28,1999,08,28,0.272325695
1999-08-29,1999,08,29,0.281166762
1999-08-30,1999,08,30,0.339580297
1999-08-31,1999,08,31,0.376302481
1999-09-01,1999,08,01,0.425079674
1999-09-02,1999,09,02,0.390809387
1999-09-03,1999,09,03,0.379455715
1999-09-04,1999,09,04,0.316416442
1999-09-05,1999,09,05,0.316906154
1999-09-06,1999,09,06,0.377199948
1999-09-07,1999,09,07,0.406275183
1999-09-08,1999,09,08,0.312940776
1999-09-09,1999,09,09,0.287365317
1999-09-10,1999,09,10,0.258306682
1999-09-11,1999,09,11,0.328995973
1999-09-12,1999,09,12,0.349390358
1999-09-13,1999,09,13,0.318028718
1999-09-14,1999,09,14,0.303518206
1999-09-15,1999,09,15,0.266998678
1999-09-16,1999,09,16,0.251345843
1999-09-17,1999,09,17,0.208874837
1999-09-18,1999,09,18,0.224440321
1999-09-19,1999,09,19,0.361479461
1999-09-20,1999,09,20,0.288470566
1999-09-21,1999,09,21,0.235155612
1999-09-22,1999,09,22,0.26318413
1999-09-23,1999,09,23,0.264313966
1999-09-24,1999,09,24,0.43179971
1999-09-25,1999,09,25,0.500217855
1999-09-26,1999,09,26,0.495192885
1999-09-27,1999,09,27,0.449469715
1999-09-28,1999,09,28,0.379982084
1999-09-29,1999,09,29,0.318860441
1999-09-30,1999,09,30,0.344732374
1999-10-01,1999,09,01,0.426291257
1999-10-02,1999,10,02,0.433977455
1999-10-03,1999,10,03,0.360149741
1999-10-04,1999,10,04,0.328888893
1999-10-05,1999,10,05,0.341333896
1999-10-06,1999,10,06,0.464843601
1999-10-07,1999,10,07,0.360862106
1999-10-08,1999,10,08,0.355998665
1999-10-09,1999,10,09,0.294338912
1999-10-10,1999,10,10,0.279467165
1999-10-11,1999,10,11,0.340514302
1999-10-12,1999,10,12,0.390380979
1999-10-13,1999,10,13,0.324377507
1999-10-14,1999,10,14,0.426299363
1999-10-15,1999,10,15,0.451631844
1999-10-16,1999,10,16,0.440652162
1999-10-17,1999,10,17,0.290126324
1999-10-18,1999,10,18,0.32328552
1999-10-19,1999,10,19,0.314961016
1999-10-20,1999,10,20,0.354366153
1999-10-21,1999,10,21,0.309132397
1999-10-22,1999,10,22,0.222903386
1999-10-23,1999,10,23,0.248146102
1999-10-24,1999,10,24,0.292497575
1999-10-25,1999,10,25,0.305737972
1999-10-26,1999,10,26,0.308325946
1999-10-27,1999,10,27,0.367856055
1999-10-28,1999,10,28,0.410282969
1999-10-29,1999,10,29,0.540396214
1999-10-30,1999,10,30,0.370402098
1999-10-31,1999,10,31,0.3037512
1999-11-01,1999,10,01,0.35766238
1999-11-02,1999,11,02,0.344447345
1999-11-03,1999,11,03,0.346443087
1999-11-04,1999,11,04,0.373547912
1999-11-05,1999,11,05,0.283460379
1999-11-06,1999,11,06,0.251717299
1999-11-07,1999,11,07,0.309793293
1999-11-08,1999,11,08,0.33228749
1999-11-09,1999,11,09,0.355721563
1999-11-10,1999,11,10,0.290835023
1999-11-11,1999,11,11,0.238655671
1999-11-12,1999,11,12,0.26745227
1999-11-13,1999,11,13,0.308050156
1999-11-14,1999,11,14,0.199083492
1999-11-15,1999,11,15,0.248004839
1999-11-16,1999,11,16,0.256026149
1999-11-17,1999,11,17,0.364382654
1999-11-18,1999,11,18,0.669452071
1999-11-19,1999,11,19,0.3255862
1999-11-20,1999,11,20,0.388026327
1999-11-21,1999,11,21,0.309323907
1999-11-22,1999,11,22,0.325994641
1999-11-23,1999,11,23,0.26915434
1999-11-24,1999,11,24,0.288188607
1999-11-25,1999,11,25,0.482893407
1999-11-26,1999,11,26,0.491988778
1999-11-27,1999,11,27,0.317981243
1999-11-28,1999,11,28,0.249965012
1999-11-29,1999,11,29,0.276630551
1999-11-30,1999,11,30,0.363474965
1999-12-01,1999,11,01,0.370971888
1999-12-02,1999,12,02,0.345294774
1999-12-03,1999,12,03,0.48654002
1999-12-04,1999,12,04,0.460094959
1999-12-05,1999,12,05,0.36035195
1999-12-06,1999,12,06,0.376435131
1999-12-07,1999,12,07,0.362074375
1999-12-08,1999,12,08,0.306577235
1999-12-09,1999,12,09,0.320297569
1999-12-10,1999,12,10,0.272480488
1999-12-11,1999,12,11,0.318945825
1999-12-12,1999,12,12,0.378881425
1999-12-13,1999,12,13,0.40061155
1999-12-14,1999,12,14,0.719589293
1999-12-15,1999,12,15,0.490794033
1999-12-16,1999,12,16,0.474936187
1999-12-17,1999,12,17,0.406454384
1999-12-18,1999,12,18,0.496894628
1999-12-19,1999,12,19,0.441131175
1999-12-20,1999,12,20,0.321843445
1999-12-21,1999,12,21,0.314186633
1999-12-22,1999,12,22,0.392696321
1999-12-23,1999,12,23,0.348873347
1999-12-24,1999,12,24,0.352773607
1999-12-25,1999,12,25,0.306731373
1999-12-26,1999,12,26,0.267727524
1999-12-27,1999,12,27,0.383690208
1999-12-28,1999,12,28,0.35466978
1999-12-29,1999,12,29,0.376384676
1999-12-30,1999,12,30,0.302703559
1999-12-31,1999,12,31,0.363430947
2000-01-01,1999,12,01,0.373488098
2000-01-02,1999,01,02,0.310523957
2000-01-03,1999,01,03,0.615957499
2000-01-04,2000,01,04,0.474520266
2000-01-05,2000,01,05,0.441488892
2000-01-06,2000,01,06,0.342638701
2000-01-07,2000,01,07,0.335593969
2000-01-08,2000,01,08,0.40849632
2000-01-09,2000,01,09,0.610789299
2000-01-10,2000,01,10,0.628243804
2000-01-11,2000,01,11,0.576374531
2000-01-12,2000,01,12,0.532671213
2000-01-13,2000,01,13,0.328391254
2000-01-14,2000,01,14,0.385269105
2000-01-15,2000,01,15,0.371127695
2000-01-16,2000,01,16,0.394554406
2000-01-17,2000,01,17,0.358188897
2000-01-18,2000,01,18,0.402895898
2000-01-19,2000,01,19,0.550963461
2000-01-20,2000,01,20,0.305233687
2000-01-21,2000,01,21,0.384461045
2000-01-22,2000,01,22,0.395062655
2000-01-23,2000,01,23,0.436080068
2000-01-24,2000,01,24,0.374946237
2000-01-25,2000,01,25,0.316850454
2000-01-26,2000,01,26,0.232093915
2000-01-27,2000,01,27,0.252025783
2000-01-28,2000,01,28,0.234541669
2000-01-29,2000,01,29,0.272063375
2000-01-30,2000,01,30,0.242937624
2000-01-31,2000,01,31,0.222424984
2000-02-01,2000,01,01,0.324224263
2000-02-02,2000,02,02,0.447075397
2000-02-03,2000,02,03,0.424814075
2000-02-04,2000,02,04,0.246447429
2000-02-05,2000,02,05,0.304975033
2000-02-06,2000,02,06,0.335511625
2000-02-07,2000,02,07,0.325490892
2000-02-08,2000,02,08,0.350603521
2000-02-09,2000,02,09,0.381252468
2000-02-10,2000,02,10,0.352045447
2000-02-11,2000,02,11,0.406123072
2000-02-12,2000,02,12,0.438895166
2000-02-13,2000,02,13,0.484049052
2000-02-14,2000,02,14,0.508416355
2000-02-15,2000,02,15,0.636345625
2000-02-16,2000,02,16,0.379541546
2000-02-17,2000,02,17,0.415361494
2000-02-18,2000,02,18,0.342149615
2000-02-19,2000,02,19,0.308367074
2000-02-20,2000,02,20,0.326760232
2000-02-21,2000,02,21,0.370961189
2000-02-22,2000,02,22,0.377364427
2000-02-23,2000,02,23,0.392668635
2000-02-24,2000,02,24,0.535869062
2000-02-25,2000,02,25,0.795769453
2000-02-26,2000,02,26,0.559189022
2000-02-27,2000,02,27,0.37027353
2000-02-28,2000,02,28,0.504896998
2000-02-29,2000,02,29,0.494040191
2000-03-01,2000,02,01,0.352504313
2000-03-02,2000,03,02,0.413565725
2000-03-03,2000,03,03,0.226582676
2000-03-04,2000,03,04,0.28162542
2000-03-05,2000,03,05,0.552906454
2000-03-06,2000,03,06,0.561191976
2000-03-07,2000,03,07,0.517070115
2000-03-08,2000,03,08,0.665336788
2000-03-09,2000,03,09,0.454926133
2000-03-10,2000,03,10,0.415370554
2000-03-11,2000,03,11,0.385987014
2000-03-12,2000,03,12,0.350251198
2000-03-13,2000,03,13,0.340917826
2000-03-14,2000,03,14,0.415010363
2000-03-15,2000,03,15,0.460503727
2000-03-16,2000,03,16,0.272015214
2000-03-17,2000,03,17,0.411583304
2000-03-18,2000,03,18,0.545630217
2000-03-19,2000,03,19,0.449237913
2000-03-20,2000,03,20,0.570588827
2000-03-21,2000,03,21,0.427168339
2000-03-22,2000,03,22,0.302873164
2000-03-23,2000,03,23,0.377470821
2000-03-24,2000,03,24,0.346684635
2000-03-25,2000,03,25,0.317626864
2000-03-26,2000,03,26,0.490368366
2000-03-27,2000,03,27,0.365387291
2000-03-28,2000,03,28,0.424604356
2000-03-29,2000,03,29,0.388939112
2000-03-30,2000,03,30,0.350611091
2000-03-31,2000,03,31,0.535695672
2000-04-01,2000,03,01,0.305470347
2000-04-02,2000,04,02,0.459603369
2000-04-03,2000,04,03,0.479641169
2000-04-04,2000,04,04,0.504132986
2000-04-05,2000,04,05,0.574387372
2000-04-06,2000,04,06,0.587577581
2000-04-07,2000,04,07,0.604174435
2000-04-08,2000,04,08,0.345449001
2000-04-09,2000,04,09,0.42298463
2000-04-10,2000,04,10,0.389066398
2000-04-11,2000,04,11,0.356743097
2000-04-12,2000,04,12,0.39551422
2000-04-13,2000,04,13,0.411438167
2000-04-14,2000,04,14,0.462147474
2000-04-15,2000,04,15,0.368856609
2000-04-16,2000,04,16,0.369072974
2000-04-17,2000,04,17,0.368769556
2000-04-18,2000,04,18,0.652536809
2000-04-19,2000,04,19,0.71987766
2000-04-20,2000,04,20,0.307904989
2000-04-21,2000,04,21,0.302220762
2000-04-22,2000,04,22,0.407912761
2000-04-23,2000,04,23,0.397112399
2000-04-24,2000,04,24,0.476416409
2000-04-25,2000,04,25,0.302839339
2000-04-26,2000,04,26,0.384482324
2000-04-27,2000,04,27,0.260330945
2000-04-28,2000,04,28,0.432722032
2000-04-29,2000,04,29,0.42431128
2000-04-30,2000,04,30,0.544659019
2000-05-01,2000,04,01,0.353730977
2000-05-02,2000,05,02,0.291778535
2000-05-03,2000,05,03,0.287936002
2000-05-04,2000,05,04,0.336600035
2000-05-05,2000,05,05,0.44096303
2000-05-06,2000,05,06,0.402674347
2000-05-07,2000,05,07,0.527762592
2000-05-08,2000,05,08,0.378030777
2000-05-09,2000,05,09,0.430750847
2000-05-10,2000,05,10,0.609745979
2000-05-11,2000,05,11,0.71304971
2000-05-12,2000,05,12,0.598133564
2000-05-13,2000,05,13,0.360632718
2000-05-14,2000,05,14,0.341156781
2000-05-15,2000,05,15,0.402692854
2000-05-16,2000,05,16,0.566683233
2000-05-17,2000,05,17,0.702108264
2000-05-18,2000,05,18,0.428954482
2000-05-19,2000,05,19,0.225917667
2000-05-20,2000,05,20,0.346775651
2000-05-21,2000,05,21,0.366622061
2000-05-22,2000,05,22,0.401005954
2000-05-23,2000,05,23,0.445846945
2000-05-24,2000,05,24,0.321998835
2000-05-25,2000,05,25,0.381664276
2000-05-26,2000,05,26,0.42006892
2000-05-27,2000,05,27,0.358890951
2000-05-28,2000,05,28,0.40758425
2000-05-29,2000,05,29,0.477312475
2000-05-30,2000,05,30,0.469792247
2000-05-31,2000,05,31,0.466260433
2000-06-01,2000,05,01,0.36830467
2000-06-02,2000,06,02,0.408383518
2000-06-03,2000,06,03,0.334916055
2000-06-04,2000,06,04,0.347133994
2000-06-05,2000,06,05,0.387784988
2000-06-06,2000,06,06,0.320610344
2000-06-07,2000,06,07,0.315949976
2000-06-08,2000,06,08,0.483300656
2000-06-09,2000,06,09,0.563421726
2000-06-10,2000,06,10,0.372497231
2000-06-11,2000,06,11,0.313512683
2000-06-12,2000,06,12,0.45282948
2000-06-13,2000,06,13,0.55357182
2000-06-14,2000,06,14,0.39566046
2000-06-15,2000,06,15,0.590788305
2000-06-16,2000,06,16,0.395221502
2000-06-17,2000,06,17,0.326629937
2000-06-18,2000,06,18,0.383634686
2000-06-19,2000,06,19,0.514961243
2000-06-20,2000,06,20,0.45658192
2000-06-21,2000,06,21,0.27647084
2000-06-22,2000,06,22,0.344241083
2000-06-23,2000,06,23,0.238629535
2000-06-24,2000,06,24,0.281419277
2000-06-25,2000,06,25,0.28862685
2000-06-26,2000,06,26,0.315123737
2000-06-27,2000,06,27,0.325963229
2000-06-28,2000,06,28,0.273750156
2000-06-29,2000,06,29,0.37984091
2000-06-30,2000,06,30,0.28094247
2000-07-01,2000,06,01,0.323786169
2000-07-02,2000,07,02,0.282812446
2000-07-03,2000,07,03,0.407545626
2000-07-04,2000,07,04,0.398643762
2000-07-05,2000,07,05,0.347298563
2000-07-06,2000,07,06,0.390483469
2000-07-07,2000,07,07,0.310403258
2000-07-08,2000,07,08,0.288331032
2000-07-09,2000,07,09,0.264948279
2000-07-10,2000,07,10,0.241987616
2000-07-11,2000,07,11,0.243845284
2000-07-12,2000,07,12,0.262880474
2000-07-13,2000,07,13,0.287138611
2000-07-14,2000,07,14,0.257686883
2000-07-15,2000,07,15,0.268049598
2000-07-16,2000,07,16,0.219050065
2000-07-17,2000,07,17,0.291834056
2000-07-18,2000,07,18,0.317250192
2000-07-19,2000,07,19,0.274229974
2000-07-20,2000,07,20,0.284058928
2000-07-21,2000,07,21,0.349502295
2000-07-22,2000,07,22,0.25516811
2000-07-23,2000,07,23,0.267242104
2000-07-24,2000,07,24,0.342482477
2000-07-25,2000,07,25,0.259501159
2000-07-26,2000,07,26,0.28142643
2000-07-27,2000,07,27,0.243702993
2000-07-28,2000,07,28,0.257163286
2000-07-29,2000,07,29,0.273946255
2000-07-30,2000,07,30,0.275522113
2000-07-31,2000,07,31,0.255895674
2000-08-01,2000,07,01,0.259829313
2000-08-02,2000,08,02,0.230949908
2000-08-03,2000,08,03,0.246161506
2000-08-04,2000,08,04,0.264850944
2000-08-05,2000,08,05,0.297838926
2000-08-06,2000,08,06,0.253580838
2000-08-07,2000,08,07,0.270590246
2000-08-08,2000,08,08,0.269889265
2000-08-09,2000,08,09,0.305079997
2000-08-10,2000,08,10,0.260554522
2000-08-11,2000,08,11,0.272377193
2000-08-12,2000,08,12,0.263425112
2000-08-13,2000,08,13,0.244217724
2000-08-14,2000,08,14,0.269265264
2000-08-15,2000,08,15,0.264731258
2000-08-16,2000,08,16,0.301431209
2000-08-17,2000,08,17,0.321061075
2000-08-18,2000,08,18,0.424713016
2000-08-19,2000,08,19,0.309642255
2000-08-20,2000,08,20,0.262975842
2000-08-21,2000,08,21,0.305464894
2000-08-22,2000,08,22,0.271200001
2000-08-23,2000,08,23,0.228240013
2000-08-24,2000,08,24,0.25234741
2000-08-25,2000,08,25,0.221211657
2000-08-26,2000,08,26,0.272545666
2000-08-27,2000,08,27,0.328312248
2000-08-28,2000,08,28,0.259799033
2000-08-29,2000,08,29,0.308388948
2000-08-30,2000,08,30,0.404500127
2000-08-31,2000,08,31,0.330664635
2000-09-01,2000,08,01,0.389257014
2000-09-02,2000,09,02,0.419628829
2000-09-03,2000,09,03,0.354091495
2000-09-04,2000,09,04,0.352508277
2000-09-05,2000,09,05,0.45867762
2000-09-06,2000,09,06,0.453604788
2000-09-07,2000,09,07,0.367479235
2000-09-08,2000,09,08,0.481630027
2000-09-09,2000,09,09,0.442652494
2000-09-10,2000,09,10,0.414718688
2000-09-11,2000,09,11,0.391744584
2000-09-12,2000,09,12,0.320873678
2000-09-13,2000,09,13,0.283778995
2000-09-14,2000,09,14,0.31448108
2000-09-15,2000,09,15,0.334226608
2000-09-16,2000,09,16,0.226304933
2000-09-17,2000,09,17,0.304821312
2000-09-18,2000,09,18,0.337111384
2000-09-19,2000,09,19,0.451844245
2000-09-20,2000,09,20,0.41293782
2000-09-21,2000,09,21,0.550169826
2000-09-22,2000,09,22,0.495569974
2000-09-23,2000,09,23,0.511397064
2000-09-24,2000,09,24,0.387113035
2000-09-25,2000,09,25,0.291316152
2000-09-26,2000,09,26,0.285000831
2000-09-27,2000,09,27,0.271479845
2000-09-28,2000,09,28,0.296699017
2000-09-29,2000,09,29,0.32755205
2000-09-30,2000,09,30,0.426003695
2000-10-01,2000,09,01,0.469597459
2000-10-02,2000,10,02,0.42247653
2000-10-03,2000,10,03,0.372842789
2000-10-04,2000,10,04,0.414434254
2000-10-05,2000,10,05,0.411790282
2000-10-06,2000,10,06,0.38775444
2000-10-07,2000,10,07,0.280822694
2000-10-08,2000,10,08,0.311217815
2000-10-09,2000,10,09,0.308537483
2000-10-10,2000,10,10,0.374118865
2000-10-11,2000,10,11,0.469334066
2000-10-12,2000,10,12,0.440398067
2000-10-13,2000,10,13,0.384023637
2000-10-14,2000,10,14,0.292085886
2000-10-15,2000,10,15,0.260816097
2000-10-16,2000,10,16,0.265423894
2000-10-17,2000,10,17,0.201194063
2000-10-18,2000,10,18,0.290834993
2000-10-19,2000,10,19,0.260714412
2000-10-20,2000,10,20,0.271463037
2000-10-21,2000,10,21,0.388768196
2000-10-22,2000,10,22,0.346007317
2000-10-23,2000,10,23,0.335606158
2000-10-24,2000,10,24,0.416646063
2000-10-25,2000,10,25,0.328610867
2000-10-26,2000,10,26,0.237753168
2000-10-27,2000,10,27,0.395094216
2000-10-28,2000,10,28,0.442067355
2000-10-29,2000,10,29,0.379378021
2000-10-30,2000,10,30,0.326475024
2000-10-31,2000,10,31,0.413402051
2000-11-01,2000,10,01,0.483846694
2000-11-02,2000,11,02,0.246814445
2000-11-03,2000,11,03,0.269321531
2000-11-04,2000,11,04,0.281656623
2000-11-05,2000,11,05,0.515035033
2000-11-06,2000,11,06,0.409463674
2000-11-07,2000,11,07,0.367234528
2000-11-08,2000,11,08,0.251272202
2000-11-09,2000,11,09,0.337744445
2000-11-10,2000,11,10,0.388359189
2000-11-11,2000,11,11,0.358623475
2000-11-12,2000,11,12,0.305530995
2000-11-13,2000,11,13,0.34225446
2000-11-14,2000,11,14,0.289643854
2000-11-15,2000,11,15,0.457213283
2000-11-16,2000,11,16,0.286299765
2000-11-17,2000,11,17,0.325708628
2000-11-18,2000,11,18,0.424816787
2000-11-19,2000,11,19,0.396798939
2000-11-20,2000,11,20,0.344358712
2000-11-21,2000,11,21,0.315329373
2000-11-22,2000,11,22,0.229310483
2000-11-23,2000,11,23,0.308961362
2000-11-24,2000,11,24,0.289786875
2000-11-25,2000,11,25,0.343130618
2000-11-26,2000,11,26,0.405807436
2000-11-27,2000,11,27,0.377813101
2000-11-28,2000,11,28,0.404823065
2000-11-29,2000,11,29,0.322588861
2000-11-30,2000,11,30,0.532886863
2000-12-01,2000,11,01,0.243043318
2000-12-02,2000,12,02,0.284641117
2000-12-03,2000,12,03,0.32924971
2000-12-04,2000,12,04,0.296024621
2000-12-05,2000,12,05,0.461688668
2000-12-06,2000,12,06,0.386969745
2000-12-07,2000,12,07,0.360197902
2000-12-08,2000,12,08,0.369413137
2000-12-09,2000,12,09,0.41451475
2000-12-10,2000,12,10,0.430898875
2000-12-11,2000,12,11,0.421363711
2000-12-12,2000,12,12,0.293440491
2000-12-13,2000,12,13,0.335367024
2000-12-14,2000,12,14,0.45443812
2000-12-15,2000,12,15,0.603807747
2000-12-16,2000,12,16,0.573845685
2000-12-17,2000,12,17,0.653857529
2000-12-18,2000,12,18,0.643023551
2000-12-19,2000,12,19,0.481205046
2000-12-20,2000,12,20,0.501994252
2000-12-21,2000,12,21,0.365573376
2000-12-22,2000,12,22,0.46836096
2000-12-23,2000,12,23,0.315679699
2000-12-24,2000,12,24,0.26473105
2000-12-25,2000,12,25,0.306043178
2000-12-26,2000,12,26,0.310101688
2000-12-27,2000,12,27,0.397461891
2000-12-28,2000,12,28,0.381367654
2000-12-29,2000,12,29,0.278708011
2000-12-30,2000,12,30,0.293753296
2000-12-31,2000,12,31,0.33206284
2001-01-01,2000,12,01,0.297477335
2001-01-02,2000,01,02,0.344106019
2001-01-03,2000,01,03,0.403969079
2001-01-04,2001,01,04,0.392666459
2001-01-05,2001,01,05,0.357097119
2001-01-06,2001,01,06,0.363313705
2001-01-07,2001,01,07,0.287350476
2001-01-08,2001,01,08,0.265441716
2001-01-09,2001,01,09,0.317914158
2001-01-10,2001,01,10,0.361210525
2001-01-11,2001,01,11,0.319272578
2001-01-12,2001,01,12,0.379165351
2001-01-13,2001,01,13,0.564260662
2001-01-14,2001,01,14,0.332199872
2001-01-15,2001,01,15,0.273387581
2001-01-16,2001,01,16,0.3873972
2001-01-17,2001,01,17,0.246488228
2001-01-18,2001,01,18,0.321118832
2001-01-19,2001,01,19,0.29467386
2001-01-20,2001,01,20,0.448848724
2001-01-21,2001,01,21,0.340377063
2001-01-22,2001,01,22,0.291475832
2001-01-23,2001,01,23,0.183338478
2001-01-24,2001,01,24,0.255564064
2001-01-25,2001,01,25,0.522707224
2001-01-26,2001,01,26,0.335678697
2001-01-27,2001,01,27,0.363092721
2001-01-28,2001,01,28,0.25991106
2001-01-29,2001,01,29,0.549790263
2001-01-30,2001,01,30,0.43790701
2001-01-31,2001,01,31,0.340426445
2001-02-01,2001,01,01,0.403471798
2001-02-02,2001,02,02,0.441478878
2001-02-03,2001,02,03,0.45241645
2001-02-04,2001,02,04,0.388234884
2001-02-05,2001,02,05,0.479675561
2001-02-06,2001,02,06,0.380707502
2001-02-07,2001,02,07,0.45130679
2001-02-08,2001,02,08,0.379985511
2001-02-09,2001,02,09,0.335408032
2001-02-10,2001,02,10,0.337462276
2001-02-11,2001,02,11,0.427286565
2001-02-12,2001,02,12,0.312885046
2001-02-13,2001,02,13,0.344083518
2001-02-14,2001,02,14,0.380125552
2001-02-15,2001,02,15,0.311328709
2001-02-16,2001,02,16,0.292806506
2001-02-17,2001,02,17,0.297638834
2001-02-18,2001,02,18,0.371636659
2001-02-19,2001,02,19,0.381674051
2001-02-20,2001,02,20,0.363673091
2001-02-21,2001,02,21,0.367558956
2001-02-22,2001,02,22,0.34337005
2001-02-23,2001,02,23,0.404692024
2001-02-24,2001,02,24,0.503805637
2001-02-25,2001,02,25,0.366977811
2001-02-26,2001,02,26,0.314967722
2001-02-27,2001,02,27,0.300017625
2001-02-28,2001,02,28,0.248561576
2001-03-01,2001,02,01,0.363085836
2001-03-02,2001,03,02,0.26500088
2001-03-03,2001,03,03,0.249500856
2001-03-04,2001,03,04,0.2615062
2001-03-05,2001,03,05,0.26545316
2001-03-06,2001,03,06,0.286845982
2001-03-07,2001,03,07,0.264617383
2001-03-08,2001,03,08,0.216433495
2001-03-09,2001,03,09,0.310192227
2001-03-10,2001,03,10,0.394861549
2001-03-11,2001,03,11,0.372929543
2001-03-12,2001,03,12,0.503255486
2001-03-13,2001,03,13,0.363930225
2001-03-14,2001,03,14,0.612347841
2001-03-15,2001,03,15,0.552548766
2001-03-16,2001,03,16,0.335583091
2001-03-17,2001,03,17,0.434867442
2001-03-18,2001,03,18,0.424685419
2001-03-19,2001,03,19,0.35854587
2001-03-20,2001,03,20,0.313419312
2001-03-21,2001,03,21,0.346091866
2001-03-22,2001,03,22,0.247517496
2001-03-23,2001,03,23,0.319842905
2001-03-24,2001,03,24,0.298960537
2001-03-25,2001,03,25,0.336987376
2001-03-26,2001,03,26,0.293669313
2001-03-27,2001,03,27,0.358085781
2001-03-28,2001,03,28,0.40193224
2001-03-29,2001,03,29,0.2422508
2001-03-30,2001,03,30,0.48552826
2001-03-31,2001,03,31,0.406837165
2001-04-01,2001,03,01,0.470903665
2001-04-02,2001,04,02,0.50101459
2001-04-03,2001,04,03,0.465600848
2001-04-04,2001,04,04,0.418860942
2001-04-05,2001,04,05,0.45611003
2001-04-06,2001,04,06,0.680904567
2001-04-07,2001,04,07,0.558077455
2001-04-08,2001,04,08,0.60668838
2001-04-09,2001,04,09,0.38825947
2001-04-10,2001,04,10,0.398089647
2001-04-11,2001,04,11,0.705107868
2001-04-12,2001,04,12,0.376028448
2001-04-13,2001,04,13,0.392922282
2001-04-14,2001,04,14,0.461750269
2001-04-15,2001,04,15,0.358929724
2001-04-16,2001,04,16,0.314851284
2001-04-17,2001,04,17,0.324477583
2001-04-18,2001,04,18,0.363378078
2001-04-19,2001,04,19,0.616115332
2001-04-20,2001,04,20,0.674406588
2001-04-21,2001,04,21,0.502218425
